9774,0.38,0,2.22
20616,0.79,0.13,2.22
31498,1.16,0.43,2.22
41909,1.47,0.37,2.22
53145,1.75,0.77,2.23
63574,1.94,1.22,2.25
74788,2.08,1.62,2.26
85207,2.13,1.79,2.28
95627,2.13,2.27,2.31
106274,2.07,2.61,2.33
116925,1.97,2.85,2.36
127642,1.84,3.28,2.4
138339,1.7,3.39,2.43
149038,1.55,3.46,2.47
159738,1.43,3.5,2.51
170423,1.34,3.28,2.54
181090,1.29,3.3,2.58
191803,1.29,3.13,2.61
202546,1.35,3.01,2.64
213269,1.46,2.92,2.68
224006,1.63,2.67,2.7
234722,1.84,2.67,2.73
245392,2.07,2.69,2.76
256082,2.33,2.72,2.79
266802,2.59,2.87,2.82
277523,2.83,2.8,2.85
288229,3.04,3.18,2.89
298873,3.21,3.2,2.92
309681,3.32,3.48,2.96
320476,3.37,3.85,3
331253,3.34,4.2,3.04
342047,3.24,4.29,3.09
352860,3.07,4.35,3.14
363680,2.84,4.49,3.19
374470,2.56,4.43,3.24
385248,2.25,4.32,3.28
396048,1.92,4.21,3.33
406840,1.58,3.93,3.37
417636,1.27,3.54,3.41
428424,0.98,2.96,3.44
439202,0.74,2.35,3.47
450002,0.56,1.88,3.49
460799,0.44,1.11,3.5
471582,0.39,0.67,3.51
482380,0.41,0.14,3.51
493167,0.48,-0.3,3.51
504022,0.6,-0.65,3.5
514863,0.76,-1.12,3.49
525730,0.94,-1.33,3.47
536587,1.12,-1.51,3.46
547442,1.29,-1.76,3.44
558279,1.44,-1.99,3.41
568957,1.54,-1.89,3.39
579843,1.59,-2.09,3.37
590721,1.58,-2.01,3.35
601592,1.51,-1.95,3.33
612467,1.38,-1.82,3.31
623347,1.19,-1.81,3.29
634335,0.96,-1.86,3.27
645359,0.7,-1.74,3.25
656369,0.42,-1.93,3.23
667385,0.14,-1.98,3.21
678384,-0.12,-2.32,3.18
689393,-0.34,-2.83,3.15
700427,-0.51,-3.04,3.12
711464,-0.61,-3.54,3.08
722466,-0.65,-4.06,3.03
733484,-0.62,-4.33,2.99
744509,-0.51,-4.65,2.93
755540,-0.35,-4.9,2.88
766314,-0.14,-4.98,2.83
777042,0.11,-5.12,2.77
787773,0.38,-4.91,2.72
798495,0.65,-4.91,2.66
809190,0.9,-4.77,2.61
819902,1.12,-4.55,2.57
830851,1.3,-4.06,2.52
841903,1.43,-3.66,2.48
852941,1.48,-2.94,2.45
863983,1.47,-2.41,2.42
875037,1.38,-2.03,2.4
886075,1.22,-1.56,2.38
896957,1.02,-1.18,2.37
907986,0.77,-0.72,2.36
919037,0.49,-0.5,2.36
930090,0.2,-0.46,2.35
941119,-0.07,-0.13,2.35
952157,-0.32,-0.35,2.35
963214,-0.53,-0.46,2.34
974266,-0.69,-0.59,2.34
985316,-0.79,-0.7,2.33
996369,-0.82,-0.93,2.32
1.00741e+06,-0.79,-1.17,2.31
1.01847e+06,-0.71,-1.19,2.29
1.02951e+06,-0.58,-1.5,2.27
1.04057e+06,-0.42,-1.53,2.26
1.05163e+06,-0.25,-1.54,2.24
1.06269e+06,-0.08,-1.54,2.22
1.07374e+06,0.08,-1.55,2.21
1.08478e+06,0.19,-1.42,2.19
1.09584e+06,0.25,-1.3,2.18
1.10689e+06,0.25,-1.06,2.17
1.11793e+06,0.18,-0.75,2.16
1.12898e+06,0.04,-0.77,2.15
1.14003e+06,-0.17,-0.55,2.14
1.15109e+06,-0.43,-0.41,2.14
1.16214e+06,-0.75,-0.69,2.13
1.17319e+06,-1.1,-0.63,2.12
1.18423e+06,-1.47,-0.69,2.12
1.19528e+06,-1.83,-1.01,2.1
1.20633e+06,-2.18,-1.08,2.09
1.21738e+06,-2.48,-1.64,2.07
1.22842e+06,-2.73,-2.18,2.05
1.23947e+06,-2.92,-2.58,2.02
1.25052e+06,-3.03,-3.09,1.99
1.26158e+06,-3.07,-3.7,1.95
1.27263e+06,-3.04,-4.09,1.91
1.2837e+06,-2.93,-4.68,1.85
1.29478e+06,-2.78,-4.79,1.8
1.30585e+06,-2.58,-4.96,1.75
1.3169e+06,-2.35,-5.11,1.69
1.32797e+06,-2.12,-5.18,1.63
1.33904e+06,-1.9,-5.18,1.58
1.35011e+06,-1.71,-4.87,1.52
1.36115e+06,-1.55,-4.59,1.47
1.37221e+06,-1.45,-4.35,1.43
1.38326e+06,-1.41,-3.9,1.38
1.39431e+06,-1.42,-3.6,1.34
1.40536e+06,-1.5,-3.44,1.3
1.4164e+06,-1.62,-3.16,1.27
1.42743e+06,-1.77,-2.79,1.24
1.43848e+06,-1.96,-2.53,1.21
1.44954e+06,-2.14,-2.03,1.19
1.46059e+06,-2.32,-2.05,1.17
1.47165e+06,-2.46,-1.83,1.15
1.4827e+06,-2.56,-1.92,1.13
1.49376e+06,-2.6,-2.01,1.11
1.50482e+06,-2.57,-2.17,1.08
1.51587e+06,-2.47,-2.2,1.06
1.52693e+06,-2.3,-2.15,1.03
1.538e+06,-2.05,-2,1.01
1.54903e+06,-1.74,-2.01,0.99
1.56008e+06,-1.39,-1.57,0.97
1.57112e+06,-1,-1.24,0.96
1.58214e+06,-0.6,-0.79,0.95
1.59318e+06,-0.2,-0.18,0.95
1.60423e+06,0.17,0.76,0.95
1.61521e+06,0.5,1.22,0.97
1.62621e+06,0.78,1.75,0.99
1.63719e+06,1,2.56,1.02
1.64817e+06,1.14,3.13,1.05
1.65916e+06,1.22,3.81,1.09
1.67015e+06,1.22,4.45,1.14
1.68112e+06,1.16,5.06,1.2
1.69211e+06,1.06,5.55,1.26
1.70312e+06,0.91,6.1,1.32
1.71412e+06,0.75,6.39,1.39
1.72512e+06,0.59,6.4,1.46
1.73613e+06,0.44,6.68,1.54
1.74699e+06,0.33,6.83,1.61
1.75787e+06,0.26,6.58,1.68
1.76887e+06,0.24,6.68,1.76
1.77986e+06,0.28,6.36,1.83
1.79086e+06,0.38,6.38,1.9
1.80186e+06,0.54,6.22,1.97
1.81283e+06,0.74,6.11,2.03
1.82375e+06,0.98,5.73,2.09
1.83467e+06,1.24,5.92,2.16
1.84558e+06,1.5,5.68,2.22
1.85649e+06,1.74,5.85,2.28
1.86739e+06,1.96,5.47,2.34
1.87828e+06,2.13,5.58,2.41
1.88925e+06,2.24,5.88,2.47
1.90038e+06,2.29,5.97,2.53
1.91148e+06,2.26,5.85,2.6
1.9226e+06,2.15,5.83,2.66
1.93371e+06,1.97,5.67,2.73
1.94484e+06,1.73,5.62,2.79
1.95596e+06,1.44,5.16,2.85
1.96711e+06,1.12,4.75,2.9
1.97824e+06,0.78,4.68,2.95
1.98938e+06,0.45,3.93,3
2.00049e+06,0.14,3.6,3.04
2.01161e+06,-0.12,2.91,3.07
2.0228e+06,-0.33,2.12,3.09
2.03401e+06,-0.48,1.31,3.1
2.04514e+06,-0.55,0.41,3.11
2.05633e+06,-0.55,-0.51,3.1
2.06752e+06,-0.49,-1.09,3.09
2.07847e+06,-0.37,-1.52,3.08
2.08935e+06,-0.2,-2.04,3.05
2.10039e+06,-0.01,-2.48,3.03
2.11144e+06,0.2,-2.83,3
2.12247e+06,0.4,-2.73,2.97
2.1335e+06,0.58,-2.77,2.93
2.14454e+06,0.73,-2.95,2.9
2.15557e+06,0.82,-3.06,2.87
2.1666e+06,0.85,-3.02,2.83
2.17762e+06,0.83,-3.02,2.8
2.18867e+06,0.74,-2.67,2.77
2.19972e+06,0.59,-2.73,2.74
2.21076e+06,0.4,-2.52,2.71
2.22179e+06,0.17,-2.49,2.69
2.23284e+06,-0.08,-2.48,2.66
2.24391e+06,-0.32,-2.62,2.63
2.25496e+06,-0.55,-2.56,2.6
2.26603e+06,-0.75,-3.01,2.57
2.27709e+06,-0.89,-3.02,2.53
2.28814e+06,-0.97,-3.44,2.49
2.29919e+06,-0.99,-3.51,2.46
2.31024e+06,-0.93,-3.81,2.41
2.3213e+06,-0.8,-3.76,2.37
2.33234e+06,-0.6,-4.03,2.33
2.34339e+06,-0.35,-3.8,2.29
2.35443e+06,-0.05,-3.94,2.24
2.36549e+06,0.26,-3.55,2.21
2.37651e+06,0.59,-3.32,2.17
2.38755e+06,0.9,-2.78,2.14
2.39858e+06,1.17,-2.42,2.11
2.40962e+06,1.41,-1.86,2.09
2.42067e+06,1.58,-1.01,2.08
2.4317e+06,1.68,-0.48,2.07
2.44275e+06,1.72,0.34,2.08
2.45374e+06,1.68,0.69,2.08
2.46473e+06,1.58,1.39,2.1
2.47573e+06,1.42,1.94,2.12
2.48672e+06,1.22,2.14,2.14
2.49772e+06,1,2.42,2.17
2.50872e+06,0.76,2.46,2.2
2.51972e+06,0.54,2.35,2.22
2.53072e+06,0.33,2.36,2.25
2.54137e+06,0.18,2.1,2.27
2.5519e+06,0.07,2.16,2.29
2.56246e+06,0.01,1.85,2.31
2.57301e+06,0.01,1.64,2.33
2.58356e+06,0.07,1.27,2.34
2.5941e+06,0.18,1.32,2.36
